pruning_score_type,dataset_name,num_classes,model_name,encryption_mode,device,global_epoch,local_epoch,num_clients,models_percentage,learning_rate,batch_size,aggregation_algorithm,fedprox_mu,pruning_threshold,image_size,num_custom_layers,worker_id,execution_phase,best_round,best_f1,best_acc,best_prec,best_recall,best_loss,total_duration_sec,round_dataframe_path,pruning_num_clients,pruning_avg_train_reduction_pct,pruning_min_train_reduction_pct,pruning_max_train_reduction_pct,pruning_total_train_before,pruning_total_train_after,pruning_total_valid_preserved
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.001,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,6,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0462769086513182,834.1708295345306,csv\Cropped_ROI\20260309-163500_Cropped_ROI_worker_0.csv,2.0,3.87,3.63,4.11,827.0,795.0,92.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,16,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0610325135209638,766.9589812755585,csv\Cropped_ROI\20260309-193425_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,16,0.9671275665840884,0.967391304347826,0.9692787534804026,0.967391304347826,0.1198559280322945,796.7787849903107,csv\Cropped_ROI\20260309-194814_Cropped_ROI_worker_0.csv,2.0,9.42,8.94,9.9,828.0,750.0,92.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,18,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0510140981363213,890.696282863617,csv\Cropped_ROI\20260309-200329_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,15,0.9781474058494156,0.9782608695652174,0.9794763332619404,0.9782608695652174,0.0709043486529718,878.7051091194153,csv\Cropped_ROI\20260309-201845_Cropped_ROI_worker_0.csv,2.0,3.52,2.91,4.12,826.0,797.0,92.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,15,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0588888102008596,883.9212112426758,csv\Cropped_ROI\20260309-203342_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,18,0.9781049647897472,0.9782608695652174,0.9793986935103876,0.9782608695652174,0.0727577283776,878.5483639240265,csv\Cropped_ROI\20260309-204854_Cropped_ROI_worker_0.csv,2.0,6.78,6.78,6.78,826.0,770.0,92.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,12,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0718867905114008,884.017121553421,csv\Cropped_ROI\20260309-210352_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,18,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0597221793039985,844.0618243217468,csv\Cropped_ROI\20260309-211834_Cropped_ROI_worker_0.csv,2.0,3.88,3.15,4.6,826.0,794.0,92.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,18,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0664809688763774,845.4234039783478,csv\Cropped_ROI\20260309-213253_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,19,0.9672353995723564,0.967391304347826,0.9685291282929964,0.967391304347826,0.0929818695977978,825.2365007400513,csv\Cropped_ROI\20260309-214717_Cropped_ROI_worker_0.csv,2.0,9.79,9.44,10.14,827.0,746.0,92.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,18,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0653682282275479,845.486573934555,csv\Cropped_ROI\20260309-220136_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,15,0.983665985552778,0.9836956521739132,0.9843555900621118,0.9836956521739132,0.0878760561185038,832.4323582649231,csv\Cropped_ROI\20260309-221602_Cropped_ROI_worker_0.csv,2.0,6.04,5.81,6.28,827.0,777.0,92.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,4,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.1766091667554974,1041.0315780639648,csv\Cropped_ROI\20260309-223336_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,3,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.1208094237472079,1083.1932997703552,csv\Cropped_ROI\20260309-225239_Cropped_ROI_worker_0.csv,4.0,0.06,0.0,0.24,1654.0,1653.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,2,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0841128266993505,1092.5383713245392,csv\Cropped_ROI\20260309-231107_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,3,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.1208742332428646,402.27757239341736,csv\Cropped_ROI\20260309-231848_Cropped_ROI_worker_0.csv,4.0,0.0,0.0,0.0,1654.0,1654.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,3,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.1457259690339914,405.9236390590668,csv\Cropped_ROI\20260309-232547_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,5,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.1834188960610148,1118.7860643863678,csv\Cropped_ROI\20260309-234524_Cropped_ROI_worker_0.csv,4.0,0.54,0.24,0.97,1654.0,1645.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,4,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.1266288405038719,1122.0078964233398,csv\Cropped_ROI\20260310-000420_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,4,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.1504641959261426,403.4836225509644,csv\Cropped_ROI\20260310-001202_Cropped_ROI_worker_0.csv,4.0,0.0,0.0,0.0,1654.0,1654.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,4,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0853069195392258,1075.6306693553925,csv\Cropped_ROI\20260310-010724_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,4,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0823471962792451,1043.7623658180237,csv\Cropped_ROI\20260310-012545_Cropped_ROI_worker_0.csv,4.0,0.6,0.24,0.97,1654.0,1644.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,4,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0902803857817834,799.5643012523651,csv\Cropped_ROI\20260310-013929_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.01,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,7,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.2203314415702644,525.4244964122772,csv\Cropped_ROI\20260310-014912_Cropped_ROI_worker_0.csv,4.0,0.6,0.0,1.21,1654.0,1644.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,3,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0497264388806956,985.2221357822418,csv\Cropped_ROI\20260310-025836_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,3,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0518487676289742,1035.5754325389862,csv\Cropped_ROI\20260310-031649_Cropped_ROI_worker_0.csv,4.0,1.69,0.97,2.42,1654.0,1626.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,2,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0566078584398264,632.5368559360504,csv\Cropped_ROI\20260310-032735_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,3,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0639794944107289,771.6674087047577,csv\Cropped_ROI\20260310-034124_Cropped_ROI_worker_0.csv,4.0,1.63,0.97,2.42,1654.0,1627.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,2,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0635374570872796,1040.9673175811768,csv\Cropped_ROI\20260310-035859_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,3,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0696053179385869,421.7117166519165,csv\Cropped_ROI\20260310-040659_Cropped_ROI_worker_0.csv,4.0,1.03,0.0,2.66,1654.0,1637.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,4,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0484532250025633,782.8890309333801,csv\Cropped_ROI\20260310-042016_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,3,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0491436857871873,1032.766489028931,csv\Cropped_ROI\20260310-043827_Cropped_ROI_worker_0.csv,4.0,1.03,0.48,1.21,1654.0,1637.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,3,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0554073174362597,1060.8043942451477,csv\Cropped_ROI\20260310-045622_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,10,0.967187327785154,0.967391304347826,0.9684212953047284,0.967391304347826,0.1124554631988639,1021.4613463878632,csv\Cropped_ROI\20260310-051421_Cropped_ROI_worker_0.csv,4.0,7.31,5.81,10.39,1654.0,1533.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,4,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0493781342697532,1062.8518290519714,csv\Cropped_ROI\20260310-053217_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.001,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,3,0.9781049647897476,0.9782608695652174,0.9793986935103876,0.9782608695652174,0.1194764513360417,1043.4000086784365,csv\Cropped_ROI\20260310-055039_Cropped_ROI_worker_0.csv,4.0,4.53,2.42,7.0,1654.0,1579.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,19,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0538801491543974,1040.522641658783,csv\Cropped_ROI\20260310-060813_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,11,0.961716819868994,0.9619565217391304,0.963649871492825,0.9619565217391304,0.1396520193666219,890.9977829456329,csv\Cropped_ROI\20260310-062402_Cropped_ROI_worker_0.csv,4.0,8.16,6.3,9.9,1654.0,1519.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,16,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0608604025176685,1036.2059407234192,csv\Cropped_ROI\20260310-064132_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,13,0.961716819868994,0.9619565217391304,0.963649871492825,0.9619565217391304,0.1595570864155888,1005.6566262245178,csv\Cropped_ROI\20260310-065916_Cropped_ROI_worker_0.csv,4.0,5.44,3.15,8.21,1654.0,1564.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,17,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0603753768879434,1032.3177564144137,csv\Cropped_ROI\20260310-071643_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,10,0.961716819868994,0.9619565217391304,0.963649871492825,0.9619565217391304,0.1561891699776701,846.1847305297852,csv\Cropped_ROI\20260310-073146_Cropped_ROI_worker_0.csv,4.0,8.77,6.78,10.87,1654.0,1509.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,16,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0623028615651571,1020.665598154068,csv\Cropped_ROI\20260310-075059_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,18,0.9727539792757184,0.9728260869565216,0.9734083850931676,0.9728260869565216,0.1075263588041391,1005.9511728286744,csv\Cropped_ROI\20260310-080843_Cropped_ROI_worker_0.csv,4.0,5.38,2.66,8.7,1654.0,1565.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,19,0.9836235444931096,0.9836956521739132,0.9842779503105588,0.9836956521739132,0.06616228616432,1048.593333721161,csv\Cropped_ROI\20260310-082625_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,13,0.9451427760638288,0.9456521739130436,0.9479617596663852,0.9456521739130436,0.1736087456507527,983.6438701152802,csv\Cropped_ROI\20260310-084347_Cropped_ROI_worker_0.csv,4.0,13.23,9.2,23.91,1654.0,1435.0,184.0
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,18,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0698964939979107,1057.2015719413755,csv\Cropped_ROI\20260310-090138_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,EdgeNeXt_Small,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,18,0.961716819868994,0.9619565217391304,0.963649871492825,0.9619565217391304,0.1599194679976157,1022.6312544345856,csv\Cropped_ROI\20260310-091939_Cropped_ROI_worker_0.csv,4.0,6.71,5.33,9.18,1654.0,1543.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,14,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.3616618800211731,520.0564799308777,csv\Cropped_ROI\20260310-092833_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,15,0.9890823629954064,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.2424879800043487,508.9303140640259,csv\Cropped_ROI\20260310-093729_Cropped_ROI_worker_0.csv,2.0,0.36,0.0,0.72,827.0,824.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,19,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.4903646874117741,506.7707006931305,csv\Cropped_ROI\20260310-094609_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,16,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.2999477146760265,498.8931088447571,csv\Cropped_ROI\20260310-095451_Cropped_ROI_worker_0.csv,2.0,0.84,0.48,1.21,828.0,821.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,17,0.9890823629954064,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.6960308831757689,509.8250060081482,csv\Cropped_ROI\20260310-100335_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,14,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.2192230567745859,498.2296030521393,csv\Cropped_ROI\20260310-101216_Cropped_ROI_worker_0.csv,2.0,0.48,0.24,0.73,826.0,822.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,16,0.9890823629954064,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.2191692483378529,511.8484742641449,csv\Cropped_ROI\20260310-102102_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,15,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.1739719951868845,501.4137899875641,csv\Cropped_ROI\20260310-102947_Cropped_ROI_worker_0.csv,2.0,0.36,0.24,0.48,827.0,824.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,10,0.989167245114743,0.9891304347826086,0.9896739130434782,0.9891304347826086,0.0562111808702885,527.2229931354523,csv\Cropped_ROI\20260310-103847_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,7,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.1360419156995626,518.3032701015472,csv\Cropped_ROI\20260310-104753_Cropped_ROI_worker_0.csv,2.0,0.72,0.48,0.97,827.0,821.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,12,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0929841128457413,504.2697501182556,csv\Cropped_ROI\20260310-105829_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.01,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,18,0.9891304347826086,0.9891304347826086,0.9891304347826086,0.9891304347826086,0.1206142570454175,516.644921541214,csv\Cropped_ROI\20260310-110733_Cropped_ROI_worker_0.csv,2.0,0.36,0.24,0.48,827.0,824.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,7,0.983665985552778,0.9836956521739132,0.9843555900621118,0.9836956521739132,0.0711598311564834,511.2887105941773,csv\Cropped_ROI\20260310-111618_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,9,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.0341884717800776,506.93371844291687,csv\Cropped_ROI\20260310-112507_Cropped_ROI_worker_0.csv,2.0,0.36,0.24,0.48,827.0,824.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,19,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.118676595159637,507.314252614975,csv\Cropped_ROI\20260310-113348_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,18,0.9890823629954064,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.1519527965030731,498.85236835479736,csv\Cropped_ROI\20260310-114230_Cropped_ROI_worker_0.csv,2.0,0.36,0.24,0.48,826.0,823.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,14,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.1130152660408364,515.7305591106415,csv\Cropped_ROI\20260310-115119_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,19,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0435622723910643,508.28190422058105,csv\Cropped_ROI\20260310-120015_Cropped_ROI_worker_0.csv,2.0,0.6,0.48,0.72,828.0,823.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,16,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.0886734187467837,515.2715864181519,csv\Cropped_ROI\20260310-120904_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,14,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0733996238910628,495.3704433441162,csv\Cropped_ROI\20260310-121742_Cropped_ROI_worker_0.csv,2.0,0.72,0.48,0.97,827.0,821.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,11,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0383119893579176,512.7966885566711,csv\Cropped_ROI\20260310-122628_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,6,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.0311794329647217,504.59621953964233,csv\Cropped_ROI\20260310-123515_Cropped_ROI_worker_0.csv,2.0,2.42,1.93,2.9,828.0,808.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,14,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0539392158654822,513.5630257129669,csv\Cropped_ROI\20260310-124403_Cropped_ROI_worker_0.csv,,,,,,,
