pruning_score_type,dataset_name,num_classes,model_name,encryption_mode,device,global_epoch,local_epoch,num_clients,models_percentage,learning_rate,batch_size,aggregation_algorithm,fedprox_mu,pruning_threshold,image_size,num_custom_layers,worker_id,execution_phase,best_round,best_f1,best_acc,best_prec,best_recall,best_loss,total_duration_sec,round_dataframe_path,pruning_num_clients,pruning_avg_train_reduction_pct,pruning_min_train_reduction_pct,pruning_max_train_reduction_pct,pruning_total_train_before,pruning_total_train_after,pruning_total_valid_preserved
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.001,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,13,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.0612766179866688,509.0974686145783,csv\Cropped_ROI\20260310-125255_Cropped_ROI_worker_0.csv,2.0,1.81,0.48,3.15,826.0,811.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,17,0.983665985552778,0.9836956521739132,0.9843555900621118,0.9836956521739132,0.0693593139800688,517.1076822280884,csv\Cropped_ROI\20260310-130155_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,19,0.9617168198689938,0.9619565217391304,0.963649871492825,0.9619565217391304,0.1476027842854028,490.3545777797699,csv\Cropped_ROI\20260310-131028_Cropped_ROI_worker_0.csv,2.0,6.41,5.81,7.02,826.0,773.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,10,0.972688587347119,0.9728260869565216,0.9742356500321268,0.9728260869565216,0.121064996022893,516.8548674583435,csv\Cropped_ROI\20260310-131919_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,19,0.9727964203353868,0.9728260869565216,0.9734860248447204,0.9728260869565216,0.078493797544228,500.83983182907104,csv\Cropped_ROI\20260310-132802_Cropped_ROI_worker_0.csv,2.0,2.91,2.18,3.63,826.0,802.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,15,0.972694218074653,0.9728260869565216,0.97376981152281,0.9728260869565216,0.0798504903264667,521.1955459117889,csv\Cropped_ROI\20260310-133659_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,18,0.961728509282857,0.9619565217391304,0.9631806120749148,0.9619565217391304,0.1005845704399373,481.5476584434509,csv\Cropped_ROI\20260310-134528_Cropped_ROI_worker_0.csv,2.0,7.51,6.05,8.96,826.0,764.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,16,0.972688587347119,0.9728260869565216,0.9742356500321268,0.9728260869565216,0.0966278821553873,512.3677599430084,csv\Cropped_ROI\20260310-135413_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,9,0.9671700076437568,0.967391304347826,0.9693563932319555,0.967391304347826,0.1273369226280762,493.37128472328186,csv\Cropped_ROI\20260310-140250_Cropped_ROI_worker_0.csv,2.0,3.99,3.39,4.59,827.0,794.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,13,0.9782552388376836,0.9782608695652174,0.9787267080745342,0.9782608695652174,0.0848834230362073,518.6216375827789,csv\Cropped_ROI\20260310-141143_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,9,0.9560547823408884,0.9565217391304348,0.9599231634182908,0.9565217391304348,0.1512595005333423,490.30975914001465,csv\Cropped_ROI\20260310-142016_Cropped_ROI_worker_0.csv,2.0,7.13,6.54,7.73,827.0,768.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,17,0.983665985552778,0.9836956521739132,0.9843555900621118,0.9836956521739132,0.0663422483383961,517.1274738311768,csv\Cropped_ROI\20260310-142906_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,10,0.9617709503425254,0.9619565217391304,0.9632582518264676,0.9619565217391304,0.1668470496230799,498.9227483272553,csv\Cropped_ROI\20260310-143749_Cropped_ROI_worker_0.csv,2.0,4.96,4.36,5.56,827.0,786.0,92.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,9,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.2622137591903731,613.9490706920624,csv\Cropped_ROI\20260310-144817_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,16,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.3386236196371044,618.3137593269348,csv\Cropped_ROI\20260310-145917_Cropped_ROI_worker_0.csv,4.0,0.0,0.0,0.0,1654.0,1654.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,11,0.9890823629954064,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.2772803338614242,409.5038249492645,csv\Cropped_ROI\20260310-150620_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,9,0.9890823629954064,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.2814292675111023,613.4425749778748,csv\Cropped_ROI\20260310-151716_Cropped_ROI_worker_0.csv,4.0,0.24,0.24,0.24,1654.0,1650.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,17,0.98371405733998,0.9836956521739132,0.9839673913043478,0.9836956521739132,0.34478966690769,637.2763118743896,csv\Cropped_ROI\20260310-152807_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,10,0.983665985552778,0.9836956521739132,0.9843555900621118,0.9836956521739132,0.2156261074465088,412.41242003440857,csv\Cropped_ROI\20260310-153544_Cropped_ROI_worker_0.csv,4.0,0.12,0.0,0.48,1654.0,1652.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,14,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.2820627494712452,624.9955544471741,csv\Cropped_ROI\20260310-154623_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,4,0.9781474058494156,0.9782608695652174,0.9794763332619404,0.9782608695652174,0.1649793260420784,284.2003881931305,csv\Cropped_ROI\20260310-155149_Cropped_ROI_worker_0.csv,4.0,0.06,0.0,0.24,1654.0,1653.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,13,0.989167245114743,0.9891304347826086,0.9896739130434782,0.9891304347826086,0.1104064683074117,644.6886024475098,csv\Cropped_ROI\20260310-160247_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,13,0.9945836225573714,0.9945652173913044,0.9948369565217392,0.9945652173913044,0.1153427953320853,634.8338875770569,csv\Cropped_ROI\20260310-161404_Cropped_ROI_worker_0.csv,4.0,0.3,0.0,0.73,1654.0,1649.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,12,0.9890823629954064,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.1739503856182764,641.842047214508,csv\Cropped_ROI\20260310-162500_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.01,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,6,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.1009100909901937,640.7396030426025,csv\Cropped_ROI\20260310-163622_Cropped_ROI_worker_0.csv,4.0,0.24,0.0,0.48,1654.0,1650.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,7,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0756542711213747,632.7142972946167,csv\Cropped_ROI\20260310-164709_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,7,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0681707706180927,628.1290557384491,csv\Cropped_ROI\20260310-165820_Cropped_ROI_worker_0.csv,4.0,0.48,0.0,1.45,1654.0,1646.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,17,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0845946394902662,637.7332384586334,csv\Cropped_ROI\20260310-170913_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,9,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0506293050829022,629.4957919120789,csv\Cropped_ROI\20260310-172026_Cropped_ROI_worker_0.csv,4.0,0.12,0.0,0.24,1654.0,1652.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,12,0.9890823629954064,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0670357721530911,637.1695666313171,csv\Cropped_ROI\20260310-173117_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,4,0.9891248040550747,0.9891304347826086,0.9895962732919256,0.9891304347826086,0.0484620527612328,631.9728899002075,csv\Cropped_ROI\20260310-174232_Cropped_ROI_worker_0.csv,4.0,0.06,0.0,0.24,1654.0,1653.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,2,0.983665985552778,0.9836956521739132,0.9843555900621118,0.9836956521739132,0.069633055559319,635.603893995285,csv\Cropped_ROI\20260310-175322_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,5,0.983665985552778,0.9836956521739132,0.9843555900621118,0.9836956521739132,0.0756493449266797,627.7658605575562,csv\Cropped_ROI\20260310-180432_Cropped_ROI_worker_0.csv,4.0,0.42,0.0,0.97,1654.0,1647.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,3,0.983665985552778,0.9836956521739132,0.9843555900621118,0.9836956521739132,0.0681449327131976,650.9097850322723,csv\Cropped_ROI\20260310-181537_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,5,0.9782071670504814,0.9782608695652174,0.979114906832298,0.9782608695652174,0.094216179780905,634.5636584758759,csv\Cropped_ROI\20260310-182654_Cropped_ROI_worker_0.csv,4.0,2.3,1.21,2.91,1654.0,1616.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,12,0.9890823629954066,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0526364933846153,653.5994474887848,csv\Cropped_ROI\20260310-183802_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.001,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,12,0.9890823629954064,0.9891304347826086,0.9895186335403726,0.9891304347826086,0.0588143226126229,636.0053634643555,csv\Cropped_ROI\20260310-184920_Cropped_ROI_worker_0.csv,4.0,0.84,0.24,1.45,1654.0,1640.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,13,0.9781474058494156,0.9782608695652174,0.9794763332619404,0.9782608695652174,0.0866534081490143,625.7888195514679,csv\Cropped_ROI\20260310-190000_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,11,0.9508533133379318,0.9510869565217392,0.9522808536208084,0.9510869565217392,0.2333445258276618,583.784618139267,csv\Cropped_ROI\20260310-191027_Cropped_ROI_worker_0.csv,4.0,6.77,4.84,9.18,1654.0,1542.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,17,0.9781474058494156,0.9782608695652174,0.9794763332619404,0.9782608695652174,0.0863549469200813,627.9623095989227,csv\Cropped_ROI\20260310-192108_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,19,0.9671700076437568,0.967391304347826,0.9693563932319555,0.967391304347826,0.2368213387773088,603.3109428882599,csv\Cropped_ROI\20260310-193154_Cropped_ROI_worker_0.csv,4.0,4.23,2.66,6.28,1654.0,1584.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,13,0.9781474058494156,0.9782608695652174,0.9794763332619404,0.9782608695652174,0.0900610920203768,637.8636474609375,csv\Cropped_ROI\20260310-194257_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,8,0.9507991828644002,0.9510869565217392,0.952672473287166,0.9510869565217392,0.2382961607983579,419.1317336559296,csv\Cropped_ROI\20260310-195039_Cropped_ROI_worker_0.csv,4.0,6.77,5.33,9.66,1654.0,1542.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,15,0.9781474058494156,0.9782608695652174,0.9794763332619404,0.9782608695652174,0.0813075073225342,623.0270493030548,csv\Cropped_ROI\20260310-200116_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,13,0.9671700076437568,0.967391304347826,0.9693563932319555,0.967391304347826,0.2218920564400437,597.1072342395782,csv\Cropped_ROI\20260310-201155_Cropped_ROI_worker_0.csv,4.0,4.71,2.42,6.52,1654.0,1576.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,18,0.9726288261460532,0.9728260869565216,0.9745970764617692,0.9728260869565216,0.0743591199102609,641.7237994670868,csv\Cropped_ROI\20260310-202251_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,16,0.956252370639163,0.9565217391304348,0.9583789950262964,0.9565217391304348,0.2433282658862678,593.3196804523468,csv\Cropped_ROI\20260310-203326_Cropped_ROI_worker_0.csv,4.0,7.74,5.08,10.87,1654.0,1526.0,184.0
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,11,0.972688587347119,0.9728260869565216,0.9742356500321268,0.9728260869565216,0.1312652190580316,653.5375492572784,csv\Cropped_ROI\20260310-204444_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ViT_Tiny_Patch16,no_encryption,cuda,20,3,4,1.0,0.0001,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,12,0.961759260928662,0.9619565217391304,0.9637275112443776,0.9619565217391304,0.2427303997151877,554.5562529563904,csv\Cropped_ROI\20260310-205441_Cropped_ROI_worker_0.csv,4.0,5.07,3.15,6.76,1654.0,1570.0,184.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,5,1.0,1.0,1.0,1.0,0.0001602420674111,696.6808528900146,csv\Cropped_ROI\20260310-210829_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,6,1.0,1.0,1.0,1.0,0.0008886187266081,706.9569361209869,csv\Cropped_ROI\20260310-212039_Cropped_ROI_worker_0.csv,2.0,0.12,0.0,0.24,826.0,825.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,10,1.0,1.0,1.0,1.0,0.0007757196666,694.3958389759064,csv\Cropped_ROI\20260310-213227_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,7,1.0,1.0,1.0,1.0,0.0002959141239492,704.0762782096863,csv\Cropped_ROI\20260310-214436_Cropped_ROI_worker_0.csv,2.0,0.12,0.0,0.24,827.0,826.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,5,1.0,1.0,1.0,1.0,0.0014320383896591,691.934051990509,csv\Cropped_ROI\20260310-215621_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,5,1.0,1.0,1.0,1.0,0.0001127137016804,702.9679133892059,csv\Cropped_ROI\20260310-220827_Cropped_ROI_worker_0.csv,2.0,0.0,0.0,0.0,828.0,828.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,10,1.0,1.0,1.0,1.0,9.48409210798712e-07,694.3887751102448,csv\Cropped_ROI\20260310-222014_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,7,1.0,1.0,1.0,1.0,0.0022655464972607,698.305468082428,csv\Cropped_ROI\20260310-223217_Cropped_ROI_worker_0.csv,2.0,0.0,0.0,0.0,827.0,827.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,12,1.0,1.0,1.0,1.0,0.002957232147475,698.8593392372131,csv\Cropped_ROI\20260310-224409_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,5,1.0,1.0,1.0,1.0,0.005588531288911,703.4208986759186,csv\Cropped_ROI\20260310-225615_Cropped_ROI_worker_0.csv,2.0,0.96,0.24,1.69,827.0,819.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,5,1.0,1.0,1.0,1.0,0.0039101532087475,698.4638996124268,csv\Cropped_ROI\20260310-230807_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.01,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,7,0.9945836225573714,0.9945652173913044,0.9948369565217392,0.9945652173913044,0.022761968792682,703.3387331962585,csv\Cropped_ROI\20260310-232013_Cropped_ROI_worker_0.csv,2.0,0.6,0.48,0.72,828.0,823.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,4,1.0,1.0,1.0,1.0,0.0130388113959824,695.5390818119049,csv\Cropped_ROI\20260310-233202_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedLC,0.05,0.5,224,2,0,Post-Pruning,3,1.0,1.0,1.0,1.0,0.0206396946678464,702.708114862442,csv\Cropped_ROI\20260310-234408_Cropped_ROI_worker_0.csv,2.0,0.97,0.97,0.97,827.0,819.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedLC,0.05,1.0,224,2,0,Pre-Pruning,3,1.0,1.0,1.0,1.0,0.0164554672209424,693.4445383548737,csv\Cropped_ROI\20260310-235554_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedLC,0.05,1.0,224,2,0,Post-Pruning,7,1.0,1.0,1.0,1.0,0.0052456739792541,703.0855913162231,csv\Cropped_ROI\20260311-000802_Cropped_ROI_worker_0.csv,2.0,0.97,0.73,1.21,826.0,818.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedAvg,0.05,0.5,224,2,0,Pre-Pruning,6,1.0,1.0,1.0,1.0,0.0065979145476139,699.7169437408447,csv\Cropped_ROI\20260311-001954_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedAvg,0.05,0.5,224,2,0,Post-Pruning,5,1.0,1.0,1.0,1.0,0.0164583275099689,706.0433988571167,csv\Cropped_ROI\20260311-003205_Cropped_ROI_worker_0.csv,2.0,0.97,0.73,1.21,826.0,818.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedAvg,0.05,1.0,224,2,0,Pre-Pruning,3,1.0,1.0,1.0,1.0,0.0135359781485496,700.5032017230988,csv\Cropped_ROI\20260311-004358_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedAvg,0.05,1.0,224,2,0,Post-Pruning,4,1.0,1.0,1.0,1.0,0.0126938619726823,703.4645829200745,csv\Cropped_ROI\20260311-005605_Cropped_ROI_worker_0.csv,2.0,0.84,0.48,1.21,826.0,819.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedProx,0.05,0.5,224,2,0,Pre-Pruning,3,1.0,1.0,1.0,1.0,0.0247754881907578,705.9943282604218,csv\Cropped_ROI\20260311-010805_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedProx,0.05,0.5,224,2,0,Post-Pruning,8,1.0,1.0,1.0,1.0,0.0182723547914065,705.6854722499847,csv\Cropped_ROI\20260311-012014_Cropped_ROI_worker_0.csv,2.0,4.11,2.91,5.31,827.0,793.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedProx,0.05,1.0,224,2,0,Pre-Pruning,9,1.0,1.0,1.0,1.0,0.0096914476136747,793.0776233673096,csv\Cropped_ROI\20260311-013355_Cropped_ROI_worker_0.csv,,,,,,,
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.001,16,FedProx,0.05,1.0,224,2,0,Post-Pruning,9,1.0,1.0,1.0,1.0,0.0146450980227319,725.2040419578552,csv\Cropped_ROI\20260311-014627_Cropped_ROI_worker_0.csv,2.0,3.14,2.66,3.62,827.0,801.0,92.0
influence,Cropped_ROI,2,ConvNeXt_Atto,no_encryption,cuda,20,3,4,0.5,0.0001,16,FedLC,0.05,0.5,224,2,0,Pre-Pruning,19,0.9945411814977032,0.9945652173913044,0.9947593167701864,0.9945652173913044,0.0236783639892287,722.505384683609,csv\Cropped_ROI\20260311-015846_Cropped_ROI_worker_0.csv,,,,,,,
